x,z,translation,rotation
-12.0,-2.0193514400441206,3.9823175690689507,0.5001390840927082
-11.5,-1.7692818979957325,3.9823175690689507,0.5001390840927082
-11.0,-1.519212355951131,3.9823175690689507,0.5001390840927082
-10.5,-1.2691428139045982,3.9823175690689507,0.5001390840927082
-10.0,-1.0190732718594306,3.9823175690689507,0.5001390840927082
-9.5,-0.76900372981241,3.9823175690689507,0.5001390840927082
-9.0,-0.5189341877652158,3.9823175690689507,0.5001390840927082
-8.5,-0.2688646457193537,3.9823175690689507,0.5001390840927082
-8.0,-0.01879510367294665,3.9823175690689507,0.5001390840927082
-7.5,0.2312744383728635,3.9823175690689507,0.5001390840927082
-7.0,0.48134398042035403,3.9823175690689507,0.5001390840927082
-6.5,0.7314135224662212,3.9823175690689507,0.5001390840927082
-6.0,0.9814830645130088,3.9823175690689507,0.5001390840927082
-5.5,1.2506277039604319,3.9823175690689507,0.5001390840927082
-5.0,1.5321023471357802,3.9823175690689507,0.5001390840927082
-4.5,1.81042232632281,3.9823175690689507,0.5001390840927082
-4.0,2.0402487437822323,3.9823175690689507,0.5001390840927082
-3.5,2.159213855841158,3.9823175690689507,0.5001390840927082
-3.0,2.186839619276842,3.9823175690689507,0.5001390840927082
-2.5,2.128979448048931,3.9823175690689507,0.5001390840927082
-2.0,2.015092608623423,3.9823175690689507,0.5001390840927082
-1.5,1.8943848918818302,3.9823175690689507,0.5001390840927082
-1.0,1.8251353697517112,3.9823175690689507,0.5001390840927082
-0.5,1.8595630169259,3.9823175690689507,0.5001390840927082
0.0,2.0334635734572544,3.9823175690689507,0.5001390840927082
0.5,2.3597088752917768,3.9823175690689507,0.5001390840927082
1.0,2.825422558654064,3.9823175690689507,0.5001390840927082
1.5,3.3948061623224777,3.9823175690689507,0.5001390840927082
2.0,4.015642060618039,3.9823175690689507,0.5001390840927082
2.5,4.629658311358481,3.9823175690689507,0.5001390840927082
3.0,5.1876616629490755,3.9823175690689507,0.5001390840927082
3.5,5.66020244398448,3.9823175690689507,0.5001390840927082
4.0,6.041425912384194,3.9823175690689507,0.5001390840927082
4.5,6.3118150674019695,3.9823175690689507,0.5001390840927082
5.0,6.533620654507145,3.9823175690689507,0.5001390840927082
5.5,6.75222181805814,3.9823175690689507,0.5001390840927082
6.0,6.983152073625128,3.9823175690689507,0.5001390840927082
6.5,7.233221615671442,3.9823175690689507,0.5001390840927082
7.0,7.483291157717668,3.9823175690689507,0.5001390840927082
7.5,7.733360699763675,3.9823175690689507,0.5001390840927082
8.0,7.9834302418105185,3.9823175690689507,0.5001390840927082
8.5,8.233499783857297,3.9823175690689507,0.5001390840927082
9.0,8.483569325903316,3.9823175690689507,0.5001390840927082
9.5,8.733638867949507,3.9823175690689507,0.5001390840927082
10.0,8.983708409996755,3.9823175690689507,0.5001390840927082
10.5,9.233777952042484,3.9823175690689507,0.5001390840927082
11.0,9.483847494088055,3.9823175690689507,0.5001390840927082
11.5,9.733917036135185,3.9823175690689507,0.5001390840927082
12.0,9.98398657818192,3.9823175690689507,0.5001390840927082
