x,z,translation,rotation
0.0,0.009198500261227208,-1.3528094716888854,-0.6818211954126022
1.0,0.00894956064484729,-1.3528094716888854,-0.6818211954126022
2.0,-0.006784732685715061,-1.3528094716888854,-0.6818211954126022
3.0,-0.025906357717645413,-1.3528094716888854,-0.6818211954126022
4.0,-0.0036625726330826933,-1.3528094716888854,-0.6818211954126022
5.0,0.12979742584782386,-1.3528094716888854,-0.6818211954126022
6.0,0.4404432697413178,-1.3528094716888854,-0.6818211954126022
7.0,0.9360882999530732,-1.3528094716888854,-0.6818211954126022
8.0,1.5624715964896403,-1.3528094716888854,-0.6818211954126022
9.0,2.2281122008854335,-1.3528094716888854,-0.6818211954126022
10.0,2.85068875632666,-1.3528094716888854,-0.6818211954126022
11.0,3.387636133322696,-1.3528094716888854,-0.6818211954126022
12.0,3.7972422333168474,-1.3528094716888854,-0.6818211954126022
13.0,4.025604523405033,-1.3528094716888854,-0.6818211954126022
14.0,3.997989016597266,-1.3528094716888854,-0.6818211954126022
15.0,3.67295082430661,-1.3528094716888854,-0.6818211954126022
16.0,3.1234614224933375,-1.3528094716888854,-0.6818211954126022
17.0,2.557470185534625,-1.3528094716888854,-0.6818211954126022
18.0,2.0562965053740916,-1.3528094716888854,-0.6818211954126022
19.0,1.3744753099615485,-1.3528094716888854,-0.6818211954126022
20.0,0.692654114548918,-1.3528094716888854,-0.6818211954126022
21.0,0.0108329191363304,-1.3528094716888854,-0.6818211954126022
22.0,-0.6709882762762697,-1.3528094716888854,-0.6818211954126022
23.0,-1.3528094716888888,-1.3528094716888854,-0.6818211954126022
24.0,-2.034630667101487,-1.3528094716888854,-0.6818211954126022
25.0,-2.7164518625140803,-1.3528094716888854,-0.6818211954126022
26.0,-3.398273057926707,-1.3528094716888854,-0.6818211954126022
27.0,-4.08009425333932,-1.3528094716888854,-0.6818211954126022
28.0,-4.761915448751922,-1.3528094716888854,-0.6818211954126022
