iteration,objective,step_size
0,374.0,0.9099539054251855
1,0.9399189090106059,0.8698754355683095
2,0.002362190583792544,0.9099539054251855
3,5.936518704977218e-06,0.8698754355683095
4,1.491963731086303e-08,
