iteration,objective,step_size,scaling_calc_time
0,101.08585,0.49940687947746376,0.055593013763427734
1,25.695803228296995,0.49940687947746376,0.056078433990478516
2,6.130685440473935,0.49940687947746376,0.06758522987365723
3,1.622062040450431,0.49940687947746376,0.06124615669250488
4,0.5277239415123848,0.49940687947746376,0.05045580863952637
5,0.22999126425941158,0.49940687947746376,0.07210230827331543
6,0.1318849187658956,0.49940687947746376,0.10333061218261719
7,0.09002180026303036,0.49940687947746376,0.07514357566833496
8,0.06722497994551509,0.49940687947746376,0.03960299491882324
9,0.05260183249194983,0.49940687947746376,0.05703926086425781
10,0.042322523781742505,0.49940687947746376,0.07389211654663086
11,0.03471671782511141,0.49940687947746376,0.0813138484954834
12,0.028904896200053737,0.49940687947746376,0.03299903869628906
13,0.02436040520904799,0.49940687947746376,0.04866337776184082
14,0.020742154742390006,0.49940687947746376,0.04450178146362305
15,0.017818123557003334,0.49940687947746376,0.05629563331604004
16,0.015425031742377068,0.49940687947746376,0.030629873275756836
17,0.013444945134390976,0.49940687947746376,0.03143000602722168
18,0.011790840933287316,0.49940687947746376,0.05879807472229004
19,0.01039732192799312,0.49940687947746376,0.04228067398071289
20,0.009214453489464045,,
