iteration,objective,step_size
0,175.91916651660034,0.003486860611936626
1,98.01640616973225,0.043643634430980446
2,74.40828345397368,0.0036841064712593704
3,67.8042198952317,0.04177094626857202
4,61.699914000047656,0.0036770706992665173
5,56.1756639264527,0.04284057875784608
6,51.0516689636782,0.0036700348578645684
7,46.4204562768141,0.043705930198885995
8,42.154444518279504,0.0036656864902513374
9,38.30392325006832,0.04412587861305117
10,34.79505540739301,0.003661338008368943
11,31.628059124545782,0.04503241846433405
12,28.713921579314718,0.003654302166503619
13,26.08711169835404,0.046338824257555714
14,23.65420975021198,0.003647266396473655
15,21.46568439636017,0.04736458135933541
16,19.45508338053371,0.0036402305104980184
17,17.648637428339512,0.04881297377302178
18,15.978460535097883,0.003633194696003755
19,14.481018400973111,0.049983403964270576
20,13.107529193830244,0.0036288463014828385
21,11.877683792157843,0.05054802496226106
22,10.764027392636264,0.003624497885016155
23,9.766832746442226,0.05181055563620609
24,8.85236136615055,0.0036174620956436815
25,8.034539040027887,0.053578097096914704
26,7.279222573708636,0.00361042622237213
27,6.605226490439313,0.05504056061632161
28,5.987800280262595,0.003603390377971154
29,5.437580025406896,0.0570535737872194
30,4.929866422632088,0.0035946935785838964
31,4.478404337045253,0.05964694062027455
32,4.059312401450616,0.003587657719979321
33,3.6877670380244507,0.06111643990671235
34,3.350261133513616,0.003580621933782867
35,3.051195727733746,0.06410263701648508
36,2.773535391764264,0.0035735860751782917
37,2.528215149831714,0.06590164593094841
38,2.3053310992277405,0.0035692376978600027
39,2.108445932807192,0.06744648669693329
40,1.9303207803453544,0.003564889275791035
41,1.772854051021369,0.0694735716051325
42,1.6293852208531239,0.003557853466612676
43,1.5025070864711612,0.07342156871690846
44,1.3839808041303372,0.003550817652009024
45,1.2794185701056922,0.07600623812806016
46,1.1838235254984415,0.003543781807608048
47,1.099421251077405,0.08075729039155602
48,1.020219448820815,0.0035350849940171897
49,0.9504130524372758,0.08597920246037685
50,0.884857526196611,0.0035280491491528386
51,0.827150197246643,0.09011574982116548
52,0.773789974039177,0.003521013319882212
53,0.7267294616784544,0.09669395283774206
54,0.6821114698244077,0.0035139774720188326
55,0.6427616397554995,0.10224908696057741
56,0.6059489726678947,0.0035069416393951913
57,0.5733823818580671,0.11080615300050704
58,0.5420673236123061,0.0034982448427205793
59,0.5143295944584435,0.12227573307940956
60,0.4871254209251574,0.0034912090447467917
61,0.46301561443401446,0.13047949535079326
62,0.44009103963660773,0.0034841731719386163
63,0.4196443162507189,0.14608127253672978
64,0.39913504276672923,0.003477137329500529
65,0.38081355826206514,0.15858364866382998
66,0.362936672316343,0.0034727889695618614
67,0.34686383154633965,0.16804558919658805
68,0.3314494455233535,0.0034684405316127856
69,0.31746660571566676,0.1836332988766133
70,0.30353330158984937,0.0034614046742213423
71,0.29083283436505103,0.2138696823804758
72,0.2772994468501572,0.0034543688931637988
73,0.26498643818670325,0.24102176143110457
74,0.2523010737545682,0.003447333035772356
75,0.24074502368126857,0.29191004718599234
76,0.22794849957028593,0.0034386362378846123
77,0.2163701588229681,0.38080445704926946
78,0.20265184969910402,0.0034316003824560576
79,0.19043956632775066,0.4685240949065921
80,0.17697787808124976,0.003424564571028427
81,0.16511564039186918,0.7037154599912623
82,0.1493189230863623,0.0034175287322297365
83,0.13600803333197636,1.152329459358805
84,0.11740277449071725,0.00341318035323494
