x,z
0.0,-0.003165224316936505
1.0,0.006222806834291124
2.0,0.0001612603315530633
3.0,-0.012304996464328003
4.0,0.00668242385552163
5.0,0.12880742138560614
6.0,0.4262885903278692
7.0,0.9173030731764049
8.0,1.5567703976767977
9.0,2.2451933315194297
10.0,2.8793143627059323
11.0,3.399786219240388
12.0,3.775283012414884
13.0,3.9851844449321687
14.0,3.9855614334703846
15.0,3.7161855914349404
16.0,3.1893865195457884
17.0,2.5902187216204444
18.0,2.028197953878981
19.0,1.350737745407019
20.0,0.6732775369350111
21.0,-0.004182671537272177
22.0,-0.6816428800092882
23.0,-1.3591030884814213
24.0,-2.0365632969535117
25.0,-2.7140235054256716
26.0,-3.3914837138977854
27.0,-4.068943922369767
28.0,-4.746404130842047
