x,z
0.0,-0.011015039194250741
1.0,-0.004222852721949388
2.0,0.0153736504203901
3.0,0.06214556261880083
4.0,0.15853114499333748
5.0,0.32959228948016306
6.0,0.5855838495104975
7.0,0.9239641984451814
8.0,1.324723436971599
9.0,1.7493387393431092
10.0,2.147642284371531
11.0,2.4672449268778633
12.0,2.6607652308374714
13.0,2.7009218185801647
14.0,2.5824619055492892
15.0,2.406909493405867
16.0,2.100570883786239
17.0,1.7457529081126786
18.0,1.3825497312389596
19.0,0.9172652190212323
20.0,0.451980706803504
21.0,-0.013303805414223824
22.0,-0.47858831763195075
23.0,-0.9438728298496776
24.0,-1.409157342067406
25.0,-1.8744418542851327
26.0,-2.339726366502859
27.0,-2.805010878720587
28.0,-3.270295390938312
