x,z
0.0,0.015543639944792563
1.0,-0.01364724297350398
2.0,-0.03827639923278332
3.0,-0.03947208554633637
4.0,0.015914780159706956
5.0,0.17945278753809374
6.0,0.4908155814819141
7.0,0.9570922001242872
8.0,1.5519581195643708
9.0,2.2147376816441695
10.0,2.8647522527483384
11.0,3.418468276939169
12.0,3.7984158889953186
13.0,3.956357049454534
14.0,3.8752738375324425
15.0,3.6183231588610276
16.0,3.141189155803363
17.0,2.5780025177437347
18.0,2.002982824736154
19.0,1.3329436124125553
20.0,0.6629044000889555
21.0,-0.007134812234643406
22.0,-0.6771740245582423
23.0,-1.3472132368818406
24.0,-2.0172524492054396
25.0,-2.687291661529038
26.0,-3.357330873852634
27.0,-4.0273700861762345
28.0,-4.69740929849983
