x,z
0.0,0.01889839075881581
1.0,-0.011078601885509366
2.0,-0.03706747401576169
3.0,-0.04028620488562741
4.0,0.012636686853401819
5.0,0.17387499531607664
6.0,0.48418299050798624
7.0,0.9509817527997753
8.0,1.5476926767324675
9.0,2.213094186957374
10.0,2.8660843339802144
11.0,3.4231258071704254
12.0,3.8068715264219923
13.0,3.969166943448247
14.0,3.8927474454811923
15.0,3.6542505690869085
16.0,3.188209004558511
17.0,2.629197468790898
18.0,2.0523625661521363
19.0,1.3720701335563592
20.0,0.691777700960581
21.0,0.011485268364803486
22.0,-0.6688071642309739
23.0,-1.3490995968267507
24.0,-2.0293920294225285
25.0,-2.709684462018305
26.0,-3.38997689461408
27.0,-4.070269327209859
28.0,-4.750561759805633
