x,z
-12.0,-2.02136895783225
-11.5,-1.7712533891533622
-11.0,-1.521137820474451
-10.5,-1.2710222517955554
-10.0,-1.020906683116655
-9.5,-0.7707911144377486
-9.0,-0.520675545758851
-8.5,-0.27055997707992696
-8.0,-0.020444408401034522
-7.5,0.2296711602778727
-7.0,0.47978672895677466
-6.5,0.7299022976356684
-6.0,0.9800178663145858
-5.5,1.3387003634781096
-5.0,1.5724951019869127
-4.5,1.7767847119170095
-4.0,1.9530194306776187
-3.5,2.1375706100100906
-3.0,2.2107977212880856
-2.5,2.1603466913458336
-2.0,2.0242345921227614
-1.5,1.8742325539165514
-1.0,1.789074401541441
-0.5,1.8207380512446003
0.0,1.994976614267405
0.5,2.320104577547176
1.0,2.7881403000896468
1.5,3.373737731559491
2.0,4.025543911480167
2.5,4.664889694675948
3.0,5.216891110148437
3.5,5.640434376301701
4.0,5.945159081114437
4.5,6.280396802353395
5.0,6.582906350778468
5.5,6.851774840830692
6.0,6.9827915146082535
6.5,7.232907083287173
7.0,7.483022651966071
7.5,7.733138220644958
8.0,7.9832537893238795
8.5,8.233369358002768
9.0,8.483484926681665
9.5,8.733600495360584
10.0,8.983716064039491
10.5,9.233831632718402
11.0,9.483947201397287
11.5,9.73406277007619
12.0,9.984178338755106
