x,z
-12.0,-2.003106124840331
-11.5,-1.7534184742471588
-11.0,-1.5037308236539622
-10.5,-1.2540431730607817
-10.0,-1.0043555224675957
-9.5,-0.7546678718744048
-9.0,-0.5049802212812216
-8.5,-0.2552925706880127
-8.0,-0.005604920094835205
-7.5,0.24408273049835716
-7.0,0.49377038109154414
-6.5,0.7434580316847228
-6.0,0.9931456822779257
-5.5,1.3189711195805447
-5.0,1.5471684243744375
-4.5,1.7667386158049663
-4.0,1.9645143008566315
-3.5,2.155838354663011
-3.0,2.2208869611075404
-2.5,2.1580033475604696
-2.0,2.013671270412209
-1.5,1.864247207581076
-1.0,1.7862772892452101
-0.5,1.8260453328079826
0.0,2.0037697129060135
0.5,2.3249853960626368
1.0,2.783942737849349
1.5,3.360697996704137
2.0,4.0100902938878
2.5,4.656529772675136
3.0,5.220661151521114
3.5,5.65256404746988
4.0,5.950143475582893
4.5,6.261422674203348
5.0,6.546013058483326
5.5,6.819584275232918
6.0,6.985649296514435
6.5,7.235336947107639
7.0,7.485024597700824
7.5,7.734712248293997
8.0,7.984399898887204
8.5,8.234087549480378
9.0,8.48377520007356
9.5,8.733462850666761
10.0,8.983150501259951
10.5,9.232838151853151
11.0,9.482525802446315
11.5,9.732213453039506
12.0,9.981901103632708
