x,z
-12.0,-2.0622963817375437
-11.5,-1.8120057390963042
-11.0,-1.5617150964550437
-10.5,-1.3114244538137982
-10.0,-1.0611338111725461
-9.5,-0.8108431685312882
-9.0,-0.5605525258900406
-8.5,-0.3102618832487659
-8.0,-0.05997124060752301
-7.5,0.19031940203373465
-7.0,0.4406100446749872
-6.5,0.6909006873162316
-6.0,0.9411913299574994
-5.5,1.3856259311961319
-5.0,1.650154129614442
-4.5,1.8327948149379167
-4.0,1.9615313060398387
-3.5,2.110313877979159
-3.0,2.1884198934667936
-2.5,2.16258188261864
-2.0,2.0491022066537097
-1.5,1.9044874530142748
-1.0,1.8077289432156316
-0.5,1.8226879994857923
0.0,1.9890969455264542
0.5,2.3221010125325074
1.0,2.807573066515882
1.5,3.4062043461647886
2.0,4.053846143122586
2.5,4.670302260902
3.0,5.196212277574272
3.5,5.613358037206823
4.0,5.954485900039208
4.5,6.342234798202861
5.0,6.6709103756660815
5.5,6.909201584503309
6.0,6.948166753347581
6.5,7.198457395988852
7.0,7.448748038630102
7.5,7.699038681271343
8.0,7.94932932391261
8.5,8.19961996655385
9.0,8.449910609195102
9.5,8.700201251836365
10.0,8.95049189447762
10.5,9.200782537118888
11.0,9.451073179760124
11.5,9.701363822401373
12.0,9.951654465042639
