x,z
-12.0,-2.3308968765652187
-11.5,-2.0969799297852347
-11.0,-1.8630629830052357
-10.5,-1.629146036225249
-10.0,-1.3952290894452641
-9.5,-1.1613121426652668
-9.0,-0.9273951958852771
-8.5,-0.6934782491052651
-8.0,-0.4595613023252819
-7.5,-0.22564435554528478
-7.0,0.00827259123470725
-6.5,0.24218953801469034
-6.0,0.47610648479469475
-5.5,1.260996517225239
-5.0,1.8747865544163709
-4.5,2.3373916508758166
-4.0,2.658275317429288
-3.5,2.585150531106165
-3.0,2.519076262718764
-2.5,2.433710426673162
-2.0,2.3249472162265565
-1.5,2.2136305591464582
-1.0,2.1460723270997812
-0.5,2.172203781637647
0.0,2.330373270326343
0.5,2.6359044564911605
1.0,3.0728961500855876
1.5,3.6024617539707737
2.0,4.174418588568772
2.5,4.742965678451071
3.0,5.289283977935312
3.5,5.820646211313232
4.0,6.367131682505404
4.5,6.559864135962075
5.0,6.593076068653739
5.5,6.446608816974198
6.0,6.090113207514529
6.5,6.324030154294528
7.0,6.55794710107452
7.5,6.791864047854514
8.0,7.025780994634513
8.5,7.2596979414144975
9.0,7.493614888194479
9.5,7.727531834974484
10.0,7.9614487817544735
10.5,8.195365728534483
11.0,8.429282675314454
11.5,8.663199622094444
12.0,8.897116568874452
