x,z
-12.0,-2.0101991048361265
-11.5,-1.7601419348849952
-11.0,-1.510084764933838
-10.5,-1.2600275949826973
-10.0,-1.0099704250315513
-9.5,-0.7599132550804
-9.0,-0.5098560851292568
-8.5,-0.25979891517808756
-8.0,-0.009741745226949941
-7.5,0.24031542472420273
-7.0,0.4903725946753499
-6.5,0.7404297646264886
-6.0,0.9904869345776517
-5.5,1.307655593722279
-5.0,1.535380553758337
-4.5,1.7600454213067873
-4.0,1.9640124091965148
-3.5,2.1568500518470177
-3.0,2.219719966261102
-2.5,2.15409854866672
-2.0,2.008503176808865
-1.5,1.8601612852586575
-1.0,1.7847498076069224
-0.5,1.827111175288564
0.0,2.0062719388772092
0.5,2.327138652075964
1.0,2.7844093993988865
1.5,3.3592759559863015
2.0,4.008164580610348
2.5,4.656649149000759
3.0,5.224552119369089
3.5,5.659848007619246
4.0,5.957002447500668
4.5,6.262064706194606
5.0,6.541415547818932
5.5,6.815816334585158
6.0,6.991859013405206
6.5,7.241916183356371
7.0,7.4919733533075155
7.5,7.742030523258648
8.0,7.992087693209815
8.5,8.242144863160949
9.0,8.492202033112092
9.5,8.742259203063254
10.0,8.992316373014408
10.5,9.242373542965565
11.0,9.49243071291669
11.5,9.742487882867838
12.0,9.992545052819002
