iteration,objective,step_size
0,175.91916651660034,0.9596367512960351
1,4.447758379516604,1.0108940801180835
2,0.1811923949222079,1.1063422630668511
3,0.02035264405610895,1.0507896539642763
4,0.011144975036225703,1.860849627009458
5,0.009363726600116404,
