x,z
-12.0,-2.0019750280398125
-11.5,-1.7521900224507898
-11.0,-1.5024050168617418
-10.5,-1.2526200112727113
-10.0,-1.0028350056836737
-9.5,-0.7530500000946319
-9.0,-0.5032649945055983
-8.5,-0.2534799889165382
-8.0,-0.0036949833275099755
-7.5,0.24609002226153331
-7.0,0.49587502785057114
-6.5,0.7456600334396006
-6.0,0.9954450390286544
-5.5,1.3031779792774314
-5.0,1.5303615513306845
-4.5,1.7601169770278038
-4.0,1.9699342034655736
-3.5,2.1631099102218614
-3.0,2.2227803106514945
-2.5,2.153749109394123
-2.0,2.0063961432526405
-1.5,1.8585782192123488
-1.0,1.7849244675398326
-0.5,1.8289328832535054
0.0,2.0086852132348736
0.5,2.328560311243923
1.0,2.783585573704787
1.5,3.355829917068025
2.0,4.003219713889671
2.5,4.6527143037107
3.0,5.2235724189783985
3.5,5.66185701368797
4.0,5.958386121595193
4.5,6.256688835262424
5.0,6.529892363503148
5.5,6.804298469711402
6.0,6.990285173165583
6.5,7.24007017875464
7.0,7.489855184343676
7.5,7.7396401899326985
8.0,7.989425195521756
8.5,8.23921020111078
9.0,8.488995206699816
9.5,8.738780212288868
10.0,8.988565217877913
10.5,9.23835022346696
11.0,9.488135229055974
11.5,9.737920234645014
12.0,9.987705240234071
