x,z
-12.0,-2.768169800365058
-11.5,-2.5144682016784383
-11.0,-2.2607666029918043
-10.5,-2.0070650043051823
-10.0,-1.753363405618562
-9.5,-1.4996618069319299
-9.0,-1.2459602082453047
-8.5,-0.9922586095586574
-8.0,-0.7385570108720385
-7.5,-0.4848554121854072
-7.0,-0.2311538134987794
-6.5,0.02254778518783873
-6.0,0.27624938387447917
-5.5,1.0661584561753554
-5.0,1.6781439736872175
-4.5,2.135325243335635
-4.0,2.449920325041277
-3.5,2.4013590391602664
-3.0,2.3610287987821508
-2.5,2.300842666206626
-2.0,2.2157080601716075
-1.5,2.126367661950022
-1.0,2.0800166028317832
-0.5,2.1276397631737356
0.0,2.3084344841400872
0.5,2.638118191924721
1.0,3.100423253346565
1.5,3.655562525062174
2.0,4.252143142839781
2.5,4.843226196054751
3.0,5.409756826812552
3.5,5.95974808005168
4.0,6.524923181721858
4.5,6.750046897967225
5.0,6.815256902288917
5.5,6.698110054480015
6.0,6.365087752353556
6.5,6.618789351040192
7.0,6.872490949726819
7.5,7.126192548413448
8.0,7.379894147100082
8.5,7.633595745786703
9.0,7.887297344473318
9.5,8.140998943159959
10.0,8.394700541846584
10.5,8.648402140533229
11.0,8.902103739219834
11.5,9.15580533790646
12.0,9.409506936593104
