x,z
-12.0,-2.011060909947346
-11.5,-1.760998882409754
-11.0,-1.5109368548721365
-10.5,-1.2608748273345356
-10.0,-1.0108127997969292
-9.5,-0.7607507722593178
-9.0,-0.510688744721714
-8.5,-0.2606267171840846
-8.0,-0.010564689646486686
-7.5,0.2394973378911262
-7.0,0.4895593654287337
-6.5,0.7396213929663327
-6.0,0.989683420503956
-5.5,1.31068481859705
-5.0,1.5386812345142655
-4.5,1.7612374242046114
-4.0,1.9626637082210387
-3.5,2.1550866150882655
-3.0,2.2191020979071494
-2.5,2.1548306980331335
-2.0,2.009938690689895
-1.5,1.8613056496881308
-1.0,1.7849970421124062
-0.5,1.8264610693470196
0.0,2.005208976787449
0.5,2.326405801947197
1.0,2.784570119046385
1.5,3.3604339654120454
2.0,4.009754090008351
2.5,4.657585081803698
3.0,5.224073628763294
3.5,5.658072829470241
4.0,5.955535786154017
4.5,6.263368667367573
5.0,6.5451112485007155
5.5,6.819309402797256
6.0,6.991172081406557
6.5,7.241234108944183
7.0,7.491296136481788
7.5,7.74135816401938
8.0,7.991420191557009
8.5,8.241482219094602
9.0,8.491544246632204
9.5,8.741606274169827
10.0,8.99166830170744
10.5,9.241730329245058
11.0,9.491792356782643
11.5,9.741854384320254
12.0,9.991916411857877
