x,z
-12.0,-2.110121239221428
-11.5,-1.8648042149482933
-11.0,-1.6194871906751396
-10.5,-1.3741701664019974
-10.0,-1.1288531421288548
-9.5,-0.8835361178557031
-9.0,-0.6382190935825618
-8.5,-0.3929020693093933
-8.0,-0.14758504503625636
-7.5,0.0977319792368947
-7.0,0.3430490035100404
-6.5,0.5883660277831786
-6.0,0.833683052056339
-5.5,1.4408478520012507
-5.0,1.8206282016209587
-4.5,2.046648234255054
-4.0,2.1598180181649864
-3.5,2.1991774781070994
-3.0,2.2279806195217358
-2.5,2.2002871612776556
-2.0,2.1085500275499482
-1.5,1.9843422979226073
-1.0,1.894070980797291
-0.5,1.904376759463712
0.0,2.064247882107873
0.5,2.393634641765927
1.0,2.8731709317037804
1.5,3.453743766192432
2.0,4.067810647888571
2.5,4.647679803644051
3.0,5.160810204071231
3.5,5.61541462584216
4.0,6.059755518851857
4.5,6.465916013545123
5.0,6.750393320090076
5.5,6.864127385289613
6.0,6.721291634611867
6.5,6.966608658885026
7.0,7.211925683158174
7.5,7.457242707431314
8.0,7.70255973170447
8.5,7.947876755977606
9.0,8.193193780250752
9.5,8.438510804523904
10.0,8.683827828797057
10.5,8.929144853070213
11.0,9.17446187734334
11.5,9.419778901616485
12.0,9.665095925889648
