x,z,translation,rotation
-12.0,-2.355804075179753,3.6372053840557177,0.49941745493624434
-11.5,-2.1060953477095854,3.6372053840557177,0.49941745493624434
-11.0,-1.8563866202431976,3.6372053840557177,0.49941745493624434
-10.5,-1.6066778927750052,3.6372053840557177,0.49941745493624434
-10.0,-1.3569691653078502,3.6372053840557177,0.49941745493624434
-9.5,-1.107260437839132,3.6372053840557177,0.49941745493624434
-9.0,-0.8575517103705133,3.6372053840557177,0.49941745493624434
-8.5,-0.6078429829025767,3.6372053840557177,0.49941745493624434
-8.0,-0.3581342554344269,3.6372053840557177,0.49941745493624434
-7.5,-0.10842552796678874,3.6372053840557177,0.49941745493624434
-7.0,0.14128319950234167,3.6372053840557177,0.49941745493624434
-6.5,0.3909919269701081,3.6372053840557177,0.49941745493624434
-6.0,0.6407006544385054,3.6372053840557177,0.49941745493624434
-5.5,0.9016721788960288,3.6372053840557177,0.49941745493624434
-5.0,1.1739720327685172,3.6372053840557177,0.49941745493624434
-4.5,1.457583733034352,3.6372053840557177,0.49941745493624434
-4.0,1.7466375088482624,3.6372053840557177,0.49941745493624434
-3.5,1.9916457206715805,3.6372053840557177,0.49941745493624434
-3.0,2.22136040713868,3.6372053840557177,0.49941745493624434
-2.5,2.438053914671182,3.6372053840557177,0.49941745493624434
-2.0,2.6469421809876077,3.6372053840557177,0.49941745493624434
-1.5,2.854978953387337,3.6372053840557177,0.49941745493624434
-1.0,3.069047031260645,3.6372053840557177,0.49941745493624434
-0.5,3.294898036635675,3.6372053840557177,0.49941745493624434
0.0,3.5362935508243356,3.6372053840557177,0.49941745493624434
0.5,3.794501854992285,3.6372053840557177,0.49941745493624434
1.0,4.068255439083178,3.6372053840557177,0.49941745493624434
1.5,4.35379212048082,3.6372053840557177,0.49941745493624434
2.0,4.645356198918035,3.6372053840557177,0.49941745493624434
2.5,4.9360544653438385,3.6372053840557177,0.49941745493624434
3.0,5.218912877867795,3.6372053840557177,0.49941745493624434
3.5,5.488690441285836,3.6372053840557177,0.49941745493624434
4.0,5.743092587594091,3.6372053840557177,0.49941745493624434
4.5,5.9531017256855385,3.6372053840557177,0.49941745493624434
5.0,6.1685647986590455,3.6372053840557177,0.49941745493624434
5.5,6.395418599142346,3.6372053840557177,0.49941745493624434
6.0,6.633710113672985,3.6372053840557177,0.49941745493624434
6.5,6.88341884114117,3.6372053840557177,0.49941745493624434
7.0,7.133127568609291,3.6372053840557177,0.49941745493624434
7.5,7.382836296077064,3.6372053840557177,0.49941745493624434
8.0,7.632545023545541,3.6372053840557177,0.49941745493624434
8.5,7.882253751013975,3.6372053840557177,0.49941745493624434
9.0,8.13196247848204,3.6372053840557177,0.49941745493624434
9.5,8.381671205949948,3.6372053840557177,0.49941745493624434
10.0,8.631379933419078,3.6372053840557177,0.49941745493624434
10.5,8.881088660886403,3.6372053840557177,0.49941745493624434
11.0,9.130797388353587,3.6372053840557177,0.49941745493624434
11.5,9.380506115822504,3.6372053840557177,0.49941745493624434
12.0,9.630214843291208,3.6372053840557177,0.49941745493624434
