x,z
0.0,0.0008125192441135985
1.0,0.002510086343339506
2.0,0.006512905773061021
3.0,0.014891874680662331
4.0,0.03094703854276904
5.0,0.058091601282717065
6.0,0.09739189245711626
7.0,0.14835168436320215
8.0,0.20806670934813087
9.0,0.27053427113004425
10.0,0.3270829059543239
11.0,0.3675014730972845
12.0,0.38139577655326223
13.0,0.3631686456149089
14.0,0.3144741109051809
15.0,1.4129140573163141
16.0,2.161224440580682
17.0,2.564104404034879
18.0,2.61265664168522
19.0,1.8377497280728647
20.0,1.0628428144605024
21.0,0.287935900848197
22.0,-0.48697101276416543
23.0,-1.2618779263764894
24.0,-2.036784839988833
25.0,-2.811691753601135
26.0,-3.5865986672135577
27.0,-4.361505580825806
28.0,-5.136412494438176
