x,z
0.0,-0.0037255681122937913
1.0,0.006420142785581053
2.0,0.0008047719162928206
3.0,-0.011990101063822988
4.0,0.0064921838776769375
5.0,0.128127737264349
6.0,0.4257194796403772
7.0,0.917718590775598
8.0,1.5578433295307252
9.0,2.2457315248915006
10.0,2.878472611993874
11.0,3.3983655996355036
12.0,3.7749666341083263
13.0,3.986612217355824
14.0,3.9872393265471953
15.0,3.7151965871572608
16.0,3.1861560718756814
17.0,2.588009230325855
18.0,2.029465383622221
19.0,1.3518141319847905
20.0,0.6741628803473088
21.0,-0.003488371290448017
22.0,-0.6811396229279364
23.0,-1.3587908745655426
24.0,-2.0364421262031054
25.0,-2.714093377840738
26.0,-3.3917446294783273
27.0,-4.069395881115778
28.0,-4.747047132753534
