x,z
0.0,-0.002390550517223697
1.0,0.006009666448951434
2.0,-0.0006908256096734965
3.0,-0.012797382625205009
4.0,0.006836689525788418
5.0,0.1296785840341309
6.0,0.4271402605767148
7.0,0.9168952579370331
8.0,1.5553869912480418
9.0,2.244356613660338
10.0,2.880257454659441
11.0,3.4016315196111444
12.0,3.7758513251497106
13.0,3.9834894300893935
14.0,3.983326713288204
15.0,3.718083606899283
16.0,3.1948808103024295
17.0,2.594908749605216
18.0,2.028599951956163
19.0,1.350983205709167
20.0,0.673366459462126
21.0,-0.00425028678519168
22.0,-0.6818670330322416
23.0,-1.3594837792794094
24.0,-2.037100525526532
25.0,-2.7147172717737265
26.0,-3.3923340180208763
27.0,-4.069950764267892
28.0,-4.747567510515201
