x,z
0.0,0.0001188891884439972
1.0,0.005699339365682472
2.0,-0.0032836956323446013
3.0,-0.014771973318573899
4.0,0.006659879040677662
5.0,0.13222991049277177
6.0,0.4305365638224436
7.0,0.9164890804909177
8.0,1.5510747828714349
9.0,2.240779012921545
10.0,2.8823009378239948
11.0,3.407607109420844
12.0,3.778720685015613
13.0,3.978982356552606
14.0,3.9755539069512085
15.0,3.7184673273939253
16.0,3.2041809031807835
17.0,2.599680595065089
18.0,2.017476925816289
19.0,1.3411880507922667
20.0,0.6648991757681989
21.0,-0.011389699256142527
22.0,-0.6876785742802165
23.0,-1.3639674493044092
24.0,-2.0402563243285576
25.0,-2.7165451993527765
26.0,-3.3928340743769496
27.0,-4.069122949400993
28.0,-4.745411824425327
