x,z
0.0,0.03032566502263251
1.0,-0.005783665137919634
2.0,-0.03823172539598576
3.0,-0.04853038015309821
4.0,-0.0030104403919480743
5.0,0.15274285774806767
6.0,0.46307873799528954
7.0,0.9364426008314922
8.0,1.5433750341868213
9.0,2.2171947300674435
10.0,2.87088709052418
11.0,3.418422561252986
12.0,3.7902579433393164
13.0,3.952528257860608
14.0,3.9065984211884177
15.0,3.7375420476264964
16.0,3.299682791210598
17.0,2.691962121414465
18.0,1.9561913261432367
19.0,1.2909849821114445
20.0,0.6257786380796511
21.0,-0.03942770595214122
22.0,-0.7046340499839339
23.0,-1.3698403940157269
24.0,-2.0350467380475195
25.0,-2.7002530820793123
26.0,-3.3654594261111046
27.0,-4.030665770142898
28.0,-4.695872114174689
