x,z
0.0,0.027977864554972164
1.0,-0.008150198935070588
2.0,-0.03756240520274037
3.0,-0.04160513200235631
4.0,0.01260283992767093
5.0,0.1775697514019015
6.0,0.4930125684546234
7.0,0.9649177455272506
8.0,1.5638735572057798
9.0,2.2255502572401262
10.0,2.8665524864211553
11.0,3.4042465768062975
12.0,3.7723854938328447
13.0,3.9388483913231016
14.0,3.9055751002871544
15.0,3.7639809853509076
16.0,3.3407756641516415
17.0,2.7319289287614072
18.0,1.981031902801849
19.0,1.3079556161966526
20.0,0.6348793295914542
21.0,-0.03819695701374273
22.0,-0.7112732436189402
23.0,-1.384349530224138
24.0,-2.057425816829335
25.0,-2.730502103434533
26.0,-3.40357839003973
27.0,-4.076654676644928
28.0,-4.749730963250125
