x,z
0.0,0.027781695397714495
1.0,0.004434971267369945
2.0,-0.02225112863438765
3.0,-0.03384959049508418
4.0,0.005385618757537822
5.0,0.1505806868488188
6.0,0.45301737990588403
7.0,0.9248546605553001
8.0,1.5363222090262976
9.0,2.2182017193813297
10.0,2.880798003303111
11.0,3.437031496081961
12.0,3.8136054118203813
13.0,3.972910654585107
14.0,3.911307706754878
15.0,3.7289681038028855
16.0,3.2868172726587788
17.0,2.6922164525382533
18.0,1.9857337981003471
19.0,1.3140084445904232
20.0,0.6422830910804977
21.0,-0.029442262429426175
22.0,-0.7011676159393506
23.0,-1.3728929694492753
24.0,-2.044618322959199
25.0,-2.716343676469124
26.0,-3.3880690299790484
27.0,-4.059794383488974
28.0,-4.731519736998897
