x,z
0.0,-0.07549976872908923
1.0,-0.08063362038803457
2.0,-0.07708115341583593
3.0,-0.0427397387070145
4.0,0.05520554919184201
5.0,0.2602344345314715
6.0,0.5992002996652344
7.0,1.0728663507395177
8.0,1.6518136356958366
9.0,2.2773814237272374
10.0,2.8748173581810157
11.0,3.370544259797217
12.0,3.7064632406159763
13.0,3.8552219142601807
14.0,3.8202371879069235
15.0,3.6862741339426908
16.0,3.27629437309517
17.0,2.678803929751604
18.0,1.93657943102707
19.0,1.2825254012774812
20.0,0.628471371527891
21.0,-0.025582658221698116
22.0,-0.6796366879712876
23.0,-1.3336907177208777
24.0,-1.987744747470467
25.0,-2.641798777220057
26.0,-3.2958528069696458
27.0,-3.9499068367192365
28.0,-4.6039608664688245
