x,z
-12.0,-2.002696931703779
-11.5,-1.752760251753559
-11.0,-1.5028235718033407
-10.5,-1.2528868918531204
-10.0,-1.0029502119029021
-9.5,-0.7530135319526827
-9.0,-0.5030768520024647
-8.5,-0.2531401720522444
-8.0,-0.003203492102026251
-7.5,0.24673318784819293
-7.0,0.4966698677984123
-6.5,0.7466065477486308
-6.0,0.99654322769885
-5.5,1.27527515159538
-5.0,1.5161663029800958
-4.5,1.7642982236554958
-4.0,1.977935117172183
-3.5,2.1725102422614024
-3.0,2.225113351831669
-2.5,2.151454990965527
-2.0,2.0034997870600466
-1.5,1.8592247503695694
-1.0,1.7890441853606351
-0.5,1.8363224938603258
0.0,2.0189896224185166
0.5,2.3375992650460713
1.0,2.787229653627705
1.5,3.3509835919137885
2.0,3.9950837932436043
2.5,4.659413334747192
3.0,5.248213999048382
3.5,5.686714923213922
4.0,5.932382659945412
4.5,6.264602293777631
5.0,6.538870833520048
5.5,6.814624200624677
6.0,6.995023546504102
6.5,7.244960226454327
7.0,7.494896906404541
7.5,7.744833586354765
8.0,7.994770266304981
8.5,8.244706946255201
9.0,8.494643626205425
9.5,8.74458030615564
10.0,8.994516986105857
10.5,9.244453666056078
11.0,9.494390346006295
11.5,9.744327025956512
12.0,9.994263705906738
