x,z
-12.0,-2.0703665750016533
-11.5,-1.8208195342386837
-11.0,-1.5712724934757152
-10.5,-1.321725452712745
-10.0,-1.0721784119497761
-9.5,-0.8226313711868067
-9.0,-0.5730843304238383
-8.5,-0.32353728966086803
-8.0,-0.07399024889789962
-7.5,0.17555679186507
-7.0,0.4251038326280395
-6.5,0.6746508733910082
-6.0,0.9241979141539773
-5.5,1.3696067399301168
-5.0,1.6824259395120134
-4.5,1.9074206750462976
-4.0,2.048381115922122
-3.5,2.1751714388586496
-3.0,2.234425229862784
-2.5,2.2039804942776744
-2.0,2.098114525587771
-1.5,1.9647423858583979
-1.0,1.8727895214044046
-0.5,1.8856062801156859
0.0,2.0489056938782193
0.5,2.3832353796584966
1.0,2.8753531799564884
1.5,3.4795988453515667
2.0,4.124079943681876
2.5,4.726472268869335
3.0,5.229127556707001
3.5,5.622447743242465
4.0,5.948980334148956
4.5,6.462068063007667
5.0,6.853167333613236
5.5,7.051410593284942
6.0,6.913326892465237
6.5,7.16287393322821
7.0,7.412420973991174
7.5,7.661968014754146
8.0,7.911515055517114
8.5,8.161062096280085
9.0,8.410609137043055
9.5,8.660156177806025
10.0,8.90970321856899
10.5,9.159250259331959
11.0,9.40879730009493
11.5,9.658344340857896
12.0,9.90789138162087
