x,z
-12.0,-2.0033813432064638
-11.5,-1.7534552022800143
-11.0,-1.5035290613535663
-10.5,-1.2536029204271162
-10.0,-1.003676779500668
-9.5,-0.7537506385742188
-9.0,-0.5038244976477708
-8.5,-0.2538983567213209
-8.0,-0.003972215794872858
-7.5,0.24595392513157618
-7.0,0.49588006605802537
-6.5,0.7458062069844736
-6.0,0.9957323479109224
-5.5,1.2796587562097443
-5.0,1.5208401439017551
-4.5,1.7662082314870973
-4.0,1.976668323792758
-3.5,2.1712435608804364
-3.0,2.2254150966647055
-2.5,2.153073858990523
-2.0,2.005746627468769
-1.5,1.8612924277630416
-1.0,1.7906184585494969
-0.5,1.8371471869479372
0.0,2.018733387803346
0.5,2.336605569690629
1.0,2.7865863609705017
1.5,3.352349570757062
2.0,3.9990119368123804
2.5,4.663640687280936
3.0,5.249997447498347
3.5,5.684038502346186
4.0,5.927235076983933
4.5,6.266067144710978
5.0,6.547935395776824
5.5,6.824840697182033
6.0,6.993959730145691
6.5,7.243885871072145
7.0,7.493812011998589
7.5,7.743738152925043
8.0,7.993664293851488
8.5,8.243590434777937
9.0,8.493516575704392
9.5,8.743442716630838
10.0,8.993368857557284
10.5,9.243294998483735
11.0,9.493221139410181
11.5,9.743147280336627
12.0,9.993073421263084
