x,z
-12.0,-2.0017722370423647
-11.5,-1.7518196437631564
-11.0,-1.501867050483949
-10.5,-1.2519144572047398
-10.0,-1.0019618639255328
-9.5,-0.7520092706463248
-9.0,-0.502056677367118
-8.5,-0.2521040840879091
-8.0,-0.0021514908087021736
-7.5,0.24780110247050577
-7.0,0.49775369574971395
-6.5,0.747706289028921
-6.0,0.9976588823081289
-5.5,1.2688194060816587
-5.0,1.509827857987891
-4.5,1.7622270277246703
-4.0,1.9801639702052563
-3.5,2.173791751264274
-3.0,2.2239146590632677
-2.5,2.14905132721624
-2.0,2.00105261507819
-1.5,1.8573361803144965
-1.0,1.7872144472997253
-0.5,1.834513961100207
0.0,2.0182982139253456
0.5,2.338582543989298
1.0,2.7889237841544317
1.5,3.3504111114350295
2.0,3.990191206768546
2.5,4.65292777673382
3.0,5.244343296587511
3.5,5.689799085128388
4.0,5.940846180895245
4.5,6.263607508872889
5.0,6.525945538923586
5.5,6.7989862131298615
6.0,6.99652112100911
6.5,7.2464737142883235
7.0,7.496426307567527
7.5,7.7463789008467385
8.0,7.996331494125942
8.5,8.246284087405154
9.0,8.496236680684365
9.5,8.74618927396357
10.0,8.996141867242775
10.5,9.246094460521984
11.0,9.49604705380119
11.5,9.745999647080396
12.0,9.99595224035961
