x,z
-12.0,-1.9894593169968224
-11.5,-1.7402025231341722
-11.0,-1.4909457292715196
-10.5,-1.2416889354088694
-10.0,-0.9924321415462172
-9.5,-0.7431753476835685
-9.0,-0.4939185538209157
-8.5,-0.24466175995826395
-8.0,0.004595033904388979
-7.5,0.25385182776703846
-7.0,0.5031086216296895
-6.5,0.7523654154923398
-6.0,1.0016222093549914
-5.5,1.2722194069348696
-5.0,1.5475492926959395
-4.5,1.809071640462774
-4.0,2.0155615426878533
-3.5,2.1212075375161312
-3.0,2.144627659156119
-2.5,2.09291312687779
-2.0,1.9934700176518367
-1.5,1.8919039139276244
-1.0,1.8413007634472267
-0.5,1.8902605993175845
0.0,2.0725283028234087
0.5,2.399880860434963
1.0,2.8603169994719924
1.5,3.4195426450296464
2.0,4.02793800513914
2.5,4.630885640411892
3.0,5.180673621933012
3.5,5.648007127275516
4.0,6.024472486075657
4.5,6.282245490905902
5.0,6.50059405751133
5.5,6.726965725700379
6.0,6.98378526205862
6.5,7.2330420559212705
7.0,7.482298849783922
7.5,7.731555643646574
8.0,7.980812437509229
8.5,8.230069231371877
9.0,8.479326025234526
9.5,8.728582819097175
10.0,8.97783961295983
10.5,9.227096406822481
11.0,9.476353200685129
11.5,9.725609994547781
12.0,9.974866788410436
