x,z
-12.0,-2.169427373916389
-11.5,-1.9133351818964672
-11.0,-1.6572429898765426
-10.5,-1.4011507978566202
-10.0,-1.1450586058366958
-9.5,-0.8889664138167752
-9.0,-0.6328742217968503
-8.5,-0.37678202977692654
-8.0,-0.12068983775700148
-7.5,0.13540235426292002
-7.0,0.39149454628284314
-6.5,0.6475867383027656
-6.0,0.9036789303226892
-5.5,1.1602942811177885
-5.0,1.4007209155924585
-4.5,1.6061640249130806
-4.0,1.745455896629481
-3.5,1.8581384276675996
-3.0,1.9181404620781861
-2.5,1.9323156511756165
-2.0,1.920159412385881
-1.5,1.9120036953215918
-1.0,1.9421965133758738
-0.5,2.0418954968637535
0.0,2.232614329042999
0.5,2.5218523355177114
1.0,2.902110190684329
1.5,3.351970126597503
2.0,3.8405143012272402
2.5,4.333805005577744
3.0,4.802137614940442
3.5,5.226591658798746
4.0,5.600715131213899
4.5,6.017030137918246
5.0,6.379759327803674
5.5,6.718246114953844
6.0,7.049891538800848
6.5,7.3059837308207705
7.0,7.562075922840694
7.5,7.818168114860619
8.0,8.074260306880541
8.5,8.330352498900465
9.0,8.586444690920386
9.5,8.842536882940308
10.0,9.098629074960233
10.5,9.354721266980157
11.0,9.610813459000079
11.5,9.866905651020001
12.0,10.12299784303993
