x,z
0.0,-0.07611240578862666
1.0,-0.08162969236841797
2.0,-0.07890522423524426
3.0,-0.0461480396467851
4.0,0.04896680202467196
5.0,0.24970278723514983
6.0,0.58381141475405
7.0,1.0542883755651313
8.0,1.6360974470526477
9.0,2.2739135012461027
10.0,2.8930012309531823
11.0,3.414053435657781
12.0,3.7633121059678416
13.0,3.8963663535376156
14.0,3.801739380395251
15.0,3.600225162250417
16.0,3.150989721726848
17.0,2.5900448231574464
18.0,1.9944266263209949
19.0,1.3320779444008248
20.0,0.669729262480655
21.0,0.007380580560485149
22.0,-0.6549681013596851
23.0,-1.3173167832798551
24.0,-1.979665465200025
25.0,-2.6420141471201957
26.0,-3.3043628290403655
27.0,-3.966711510960533
28.0,-4.629060192880704
