x,z
0.0,0.006169968654777147
1.0,0.018700768302741366
2.0,0.04912484464981298
3.0,0.11352278880822159
4.0,0.23708688040906634
5.0,0.4456979362548803
6.0,0.7475196942369771
7.0,1.1382690815105898
8.0,1.5953225435074643
9.0,2.076363860365353
10.0,2.5264529578747856
11.0,2.8879020129228854
12.0,3.107966172329384
13.0,3.1565461744236725
14.0,3.02892777043865
15.0,3.2018521378360534
16.0,3.073965672264803
17.0,2.7481318865015107
18.0,2.281918550916451
19.0,1.5135349787890648
20.0,0.7451514066616791
21.0,-0.02323216546570657
22.0,-0.7916157375930928
23.0,-1.5599993097204785
24.0,-2.3283828818478645
25.0,-3.096766453975251
26.0,-3.8651500261026364
27.0,-4.633533598230023
28.0,-5.401917170357407
