x,z
-12.0,-2.464756077212339
-11.5,-2.2213934504214348
-11.0,-1.9780308236305308
-10.5,-1.734668196839626
-10.0,-1.4913055700487217
-9.5,-1.2479429432578182
-9.0,-1.0045803164669143
-8.5,-0.761217689676009
-8.0,-0.5178550628851057
-7.5,-0.27449243609420126
-7.0,-0.03112980930329679
-6.5,0.2122328174876068
-6.0,0.4555954442785105
-5.5,1.1016308090825384
-5.0,1.7042354588879576
-4.5,2.2520698432644872
-4.0,2.717228829089694
-3.5,2.777459984087101
-3.0,2.7821925800226293
-2.5,2.7282088266168323
-2.0,2.633095582186626
-1.5,2.5346485127707004
-1.0,2.4840383213267554
-0.5,2.5302744331660483
0.0,2.707946401038929
0.5,3.028394087120482
1.0,3.4755767559829787
1.5,4.013839108337304
2.0,4.599375807393422
2.5,5.1947246704373296
3.0,5.787396734910951
3.5,6.388073167632053
4.0,7.025768755055225
4.5,7.283065412148813
5.0,7.2786389328165235
5.5,6.964209404180078
6.0,6.296298487260208
6.5,6.539661114051115
7.0,6.783023740842017
7.5,7.026386367632922
8.0,7.269748994423825
8.5,7.51311162121473
9.0,7.756474248005635
9.5,7.999836874796543
10.0,8.24319950158744
10.5,8.486562128378344
11.0,8.72992475516925
11.5,8.973287381960152
12.0,9.21665000875106
