x,z
-12.0,-2.13502831264439
-11.5,-1.885576048718184
-11.0,-1.6361237847919794
-10.5,-1.386671520865773
-10.0,-1.1372192569395678
-9.5,-0.8877669930133623
-9.0,-0.6383147290871576
-8.5,-0.388862465160951
-8.0,-0.13941020123474646
-7.5,0.11004206269145937
-7.0,0.3594943266176651
-6.5,0.60894659054387
-6.0,0.8583988544700754
-5.5,1.3197610679953158
-5.0,1.6392490085026798
-4.5,1.855696491128326
-4.0,1.9729187938956176
-3.5,2.0778876091232545
-3.0,2.1250699752429707
-2.5,2.0909936847764277
-2.0,1.9866290441837136
-1.5,1.856025317806926
-1.0,1.7660841891349304
-0.5,1.7804763578557155
0.0,1.9460425982514806
0.5,2.2832860253711753
1.0,2.7766849431453453
1.5,3.3778308615701693
2.0,4.014124467884139
2.5,4.606858194626103
3.0,5.106928277737749
3.5,5.513301024476368
4.0,5.8743743271607025
4.5,6.429879049469509
5.0,6.839044013390443
5.5,7.02355416241295
6.0,6.8452531886990045
6.5,7.094705452625213
7.0,7.344157716551414
7.5,7.5936099804776225
8.0,7.843062244403826
8.5,8.092514508330034
9.0,8.341966772256239
9.5,8.591419036182446
10.0,8.840871300108647
10.5,9.090323564034852
11.0,9.33977582796106
11.5,9.589228091887263
12.0,9.838680355813471
