x,z
-12.0,-2.074956042889024
-11.5,-1.8253330517508553
-11.0,-1.5757100606126873
-10.5,-1.3260870694745175
-10.0,-1.076464078336349
-9.5,-0.8268410871981804
-9.0,-0.5772180960600124
-8.5,-0.32759510492184274
-8.0,-0.07797211378367483
-7.5,0.1716508773544942
-7.0,0.42127386849266324
-6.5,0.6708968596308311
-6.0,0.920519850769
-5.5,1.33344539425256
-5.0,1.6179567473970518
-4.5,1.822430477071391
-4.0,1.9481392937210305
-3.5,2.0874359620148404
-3.0,2.1503273744422726
-2.5,2.116979299839276
-2.0,2.0056198478434597
-1.5,1.8680626669388252
-1.0,1.7745938069892566
-0.5,1.787149893256911
0.0,1.9491630374346764
0.5,2.2804518104491027
1.0,2.7701011775760302
1.5,3.376116513747313
2.0,4.028847100346412
2.5,4.643927204741022
3.0,5.155912158302048
3.5,5.546319021616959
4.0,5.850538311985865
4.5,6.36154640625638
5.0,6.763150980240279
5.5,6.99494887194948
6.0,6.911471638085046
6.5,7.161094629223218
7.0,7.410717620361382
7.5,7.660340611499554
8.0,7.909963602637719
8.5,8.159586593775892
9.0,8.409209584914061
9.5,8.65883257605223
10.0,8.908455567190396
10.5,9.158078558328562
11.0,9.407701549466733
11.5,9.657324540604899
12.0,9.906947531743072
