x,z
-12.0,-2.0073695861693093
-11.5,-1.7574936680035824
-11.0,-1.5076177498378573
-10.5,-1.2577418316721294
-10.0,-1.0078659135064039
-9.5,-0.7579899953406772
-9.0,-0.5081140771749517
-8.5,-0.2582381590092244
-8.0,-0.00836224084349892
-7.5,0.24151367732222767
-7.0,0.49138959548795447
-6.5,0.74126551365368
-6.0,0.9911414318194062
-5.5,1.3006095706085798
-5.0,1.545818274268989
-4.5,1.7790210809492766
-4.0,1.9726724351836444
-3.5,2.163262467900875
-3.0,2.2242940942691676
-2.5,2.1611704534129523
-2.0,2.020177684252276
-1.5,1.8757166137622363
-1.0,1.7998673558785585
-0.5,1.8388065612957047
0.0,2.014018943153801
0.5,2.3313212490048887
1.0,2.787890300784115
1.5,3.3653409583796368
2.0,4.021079839023902
2.5,4.681839026502316
3.0,5.252812604411989
3.5,5.668078399526172
4.0,5.907680135007579
4.5,6.279470977367158
5.0,6.593733937129263
5.5,6.871057175159263
6.0,6.988163467796833
6.5,7.238039385962566
7.0,7.487915304128287
7.5,7.7377912222940175
8.0,7.987667140459742
8.5,8.237543058625468
9.0,8.487418976791197
9.5,8.737294894956921
10.0,8.987170813122646
10.5,9.237046731288373
11.0,9.486922649454101
11.5,9.736798567619822
12.0,9.986674485785555
