x,z
0.0,-0.027011699405652817
1.0,-0.03426532244551864
2.0,-0.03203532313203661
3.0,-0.0011613573830718676
4.0,0.08831480755548837
5.0,0.27653955407310993
6.0,0.5881479052944456
7.0,1.024950954865695
8.0,1.5624494178760269
9.0,2.1481261633536697
10.0,2.71194907234464
11.0,3.1802108099119124
12.0,3.4850552229604874
13.0,3.585514757872819
14.0,3.470259406065214
15.0,3.241366776877525
16.0,2.827571141045113
17.0,2.3442522841110627
18.0,1.8504965944183251
19.0,1.234535084595786
20.0,0.6185735747732468
21.0,0.002612064950708648
22.0,-0.6133494448718291
23.0,-1.2293109546943666
24.0,-1.8452724645169054
25.0,-2.461233974339443
26.0,-3.0771954841619777
27.0,-3.693156993984516
28.0,-4.309118503807053
