x,z
0.0,0.02691001282884021
1.0,-0.000585272237232769
2.0,-0.029046346555361494
3.0,-0.03968454541096171
4.0,0.002871708536821978
5.0,0.15353568950509922
6.0,0.4593753671873328
7.0,0.9292327851438403
8.0,1.5335777269816697
9.0,2.2067892987157407
10.0,2.8653103907316906
11.0,3.4275322032688513
12.0,3.8195050216167066
13.0,3.996116458134053
14.0,3.9397644700723924
15.0,3.6890563665507434
16.0,3.203381037407748
17.0,2.6169067887769644
18.0,2.008734938187179
19.0,1.3347036237188485
20.0,0.6606723092505165
21.0,-0.013359005217815162
22.0,-0.6873903196861466
23.0,-1.3614216341544771
24.0,-2.0354529486228095
25.0,-2.709484263091139
26.0,-3.3835155775594687
27.0,-4.0575468920278
28.0,-4.731578206496129
