element_sizes,shape_w_off,shape,mapping,mass
1.0,0.06508016586303711,0.00011563301086425781,0.019490480422973633,0.008126020431518555
0.5,0.003632783889770508,8.511543273925781e-05,0.128631591796875,0.04342341423034668
0.25,0.013419151306152344,0.0001671314239501953,0.7205502986907959,0.2624349594116211
0.1,0.08934259414672852,0.0007171630859375,11.624606370925903,4.311703205108643
0.05,2.1932003498077393,0.0029904842376708984,96.4466769695282,36.315099239349365
0.025,2.8443572521209717,0.01287698745727539,687.0739417076111,253.39226531982422
0.01,50.57819604873657,0.08524322509765625,10955.132471323013,4054.4567878246307
