x,z
-8.0,-4.237073099986446
-7.0,-3.6844113912920875
-6.0,-3.1317496825977287
-5.0,-2.579087973907008
-4.0,-2.026426265209011
-3.0,-1.4737645565164712
-2.0,-0.9211028478239314
-1.0,-0.36844113912957255
0.0,0.1842205695647865
1.0,0.7368822782591449
2.0,1.2895439869525949
3.0,1.8422056956461716
4.0,2.394867404339948
5.0,2.947529113033852
6.0,3.5001908217273012
7.0,4.05285253042166
8.0,4.605514239116019
